test,grade,raw,ss,CI90,CI95,percentile,grade_equiv,desc_range
esege,1-Fall,2,70,65 - 75,64 - 76,2,< start grade,Well Below Average
esege,1-Fall,3,71,66 - 76,65 - 77,3,< start grade,Well Below Average
esege,1-Fall,4,73,68 - 78,67 - 79,4,< start grade,Well Below Average
esege,1-Fall,5,75,70 - 80,69 - 81,5,< start grade,Well Below Average
esege,1-Fall,6,77,72 - 82,71 - 83,6,< start grade,Well Below Average
esege,1-Fall,7,78,73 - 83,72 - 84,7,< start grade,Well Below Average
esege,1-Fall,8,80,75 - 85,74 - 86,9,< start grade,Below Average
esege,1-Fall,9,82,77 - 87,76 - 88,12,K-Fall,Below Average
esege,1-Fall,10,84,79 - 89,78 - 90,14,K-Fall,Below Average
esege,1-Fall,11,86,81 - 91,80 - 92,18,K-Fall,Below Average
esege,1-Fall,12,88,83 - 93,82 - 94,21,K-Fall,Below Average
esege,1-Fall,13,90,85 - 95,84 - 96,25,K-Spring,Average
esege,1-Fall,14,92,87 - 97,86 - 98,30,K-Spring,Average
esege,1-Fall,15,94,89 - 99,88 - 100,34,K-Spring,Average
esege,1-Fall,16,97,92 - 102,91 - 103,42,K-Spring,Average
esege,1-Fall,17,99,94 - 104,93 - 105,47,1-Fall,Average
esege,1-Fall,18,102,97 - 107,96 - 108,55,1-Fall,Average
esege,1-Fall,19,105,100 - 110,99 - 111,63,1-Spring,Average
esege,1-Fall,20,108,103 - 113,102 - 114,70,1-Spring,Average
esege,1-Fall,21,112,107 - 117,106 - 118,79,2-Fall,Above Average
esege,1-Fall,22,117,112 - 122,111 - 123,87,2-Spring,Above Average
esege,1-Fall,23,123,118 - 128,117 - 129,94,> stop grade,Well Above Average
esege,1-Fall,24,130,125 - 130,124 - 130,98,> stop grade,Well Above Average
esege,1-Fall,25,130,125 - 130,124 - 130,98,> stop grade,Well Above Average
esege,1-Spring,0,60,55 - 65,54 - 66,0.4,< start grade,Significantly Below Average
esege,1-Spring,1,62,57 - 67,56 - 68,1,< start grade,Significantly Below Average
esege,1-Spring,2,63,58 - 68,57 - 69,1,< start grade,Significantly Below Average
esege,1-Spring,3,65,60 - 70,59 - 71,1,< start grade,Significantly Below Average
esege,1-Spring,4,66,61 - 71,60 - 72,1,< start grade,Significantly Below Average
esege,1-Spring,5,68,63 - 73,62 - 74,2,< start grade,Significantly Below Average
esege,1-Spring,6,70,65 - 75,64 - 76,2,< start grade,Well Below Average
esege,1-Spring,7,72,67 - 77,66 - 78,3,< start grade,Well Below Average
esege,1-Spring,8,73,68 - 78,67 - 79,4,< start grade,Well Below Average
esege,1-Spring,9,75,70 - 80,69 - 81,5,K-Fall,Well Below Average
esege,1-Spring,10,77,72 - 82,71 - 83,6,K-Fall,Well Below Average
esege,1-Spring,11,79,74 - 84,73 - 85,8,K-Fall,Well Below Average
esege,1-Spring,12,81,76 - 86,75 - 87,10,K-Fall,Below Average
esege,1-Spring,13,83,78 - 88,77 - 89,13,K-Spring,Below Average
esege,1-Spring,14,86,81 - 91,80 - 92,18,K-Spring,Below Average
esege,1-Spring,15,88,83 - 93,82 - 94,21,K-Spring,Below Average
esege,1-Spring,16,90,85 - 95,84 - 96,25,K-Spring,Average
esege,1-Spring,17,93,88 - 98,87 - 99,32,1-Fall,Average
esege,1-Spring,18,96,91 - 101,90 - 102,39,1-Fall,Average
esege,1-Spring,19,99,94 - 104,93 - 105,47,1-Spring,Average
esege,1-Spring,20,102,97 - 107,96 - 108,55,1-Spring,Average
esege,1-Spring,21,106,101 - 111,100 - 112,66,2-Fall,Average
esege,1-Spring,22,111,106 - 116,105 - 117,77,2-Spring,Above Average
esege,1-Spring,23,116,111 - 121,110 - 122,86,> stop grade,Above Average
esege,1-Spring,24,121,116 - 126,115 - 127,92,> stop grade,Well Above Average
esege,1-Spring,25,126,121 - 130,120 - 130,96,> stop grade,Well Above Average
esege,2-Fall,0,54,49 - 59,48 - 60,0.1,< start grade,Significantly Below Average
esege,2-Fall,1,55,50 - 60,49 - 61,0.1,< start grade,Significantly Below Average
esege,2-Fall,2,57,52 - 62,51 - 63,0.2,< start grade,Significantly Below Average
esege,2-Fall,3,58,53 - 63,52 - 64,0.3,< start grade,Significantly Below Average
esege,2-Fall,4,60,55 - 65,54 - 66,0.4,< start grade,Significantly Below Average
esege,2-Fall,5,62,57 - 67,56 - 68,1,< start grade,Significantly Below Average
esege,2-Fall,6,63,58 - 68,57 - 69,1,< start grade,Significantly Below Average
esege,2-Fall,7,65,60 - 70,59 - 71,1,< start grade,Significantly Below Average
esege,2-Fall,8,67,62 - 72,61 - 73,1,< start grade,Significantly Below Average
esege,2-Fall,9,69,64 - 74,63 - 75,2,K-Fall,Significantly Below Average
esege,2-Fall,10,70,65 - 75,64 - 76,2,K-Fall,Well Below Average
esege,2-Fall,11,72,67 - 77,66 - 78,3,K-Fall,Well Below Average
esege,2-Fall,12,74,69 - 79,68 - 80,4,K-Fall,Well Below Average
esege,2-Fall,13,77,72 - 82,71 - 83,6,K-Spring,Well Below Average
esege,2-Fall,14,79,74 - 84,73 - 85,8,K-Spring,Well Below Average
esege,2-Fall,15,81,76 - 86,75 - 87,10,K-Spring,Below Average
esege,2-Fall,16,84,79 - 89,78 - 90,14,K-Spring,Below Average
esege,2-Fall,17,87,82 - 92,81 - 93,19,1-Fall,Below Average
esege,2-Fall,18,90,85 - 95,84 - 96,25,1-Fall,Average
esege,2-Fall,19,93,88 - 98,87 - 99,32,1-Spring,Average
esege,2-Fall,20,97,92 - 102,91 - 103,42,1-Spring,Average
esege,2-Fall,21,102,97 - 107,96 - 108,55,2-Fall,Average
esege,2-Fall,22,108,103 - 113,102 - 114,70,2-Spring,Average
esege,2-Fall,23,113,108 - 118,107 - 119,81,> stop grade,Above Average
esege,2-Fall,24,118,113 - 123,112 - 124,88,> stop grade,Above Average
esege,2-Fall,25,123,118 - 128,117 - 129,94,> stop grade,Well Above Average
esege,2-Spring,0,48,43 - 53,42 - 54,<.1,< start grade,Significantly Below Average
esege,2-Spring,1,49,44 - 54,43 - 55,<.1,< start grade,Significantly Below Average
esege,2-Spring,2,51,46 - 56,45 - 57,0.1,< start grade,Significantly Below Average
esege,2-Spring,3,52,47 - 57,46 - 58,0.1,< start grade,Significantly Below Average
esege,2-Spring,4,54,49 - 59,48 - 60,0.1,< start grade,Significantly Below Average
esege,2-Spring,5,55,50 - 60,49 - 61,0.1,< start grade,Significantly Below Average
esege,2-Spring,6,57,52 - 62,51 - 63,0.2,< start grade,Significantly Below Average
esege,2-Spring,7,58,53 - 63,52 - 64,0.3,< start grade,Significantly Below Average
esege,2-Spring,8,60,55 - 65,54 - 66,0.4,< start grade,Significantly Below Average
esege,2-Spring,9,62,57 - 67,56 - 68,1,K-Fall,Significantly Below Average
esege,2-Spring,10,64,59 - 69,58 - 70,1,K-Fall,Significantly Below Average
esege,2-Spring,11,66,61 - 71,60 - 72,1,K-Fall,Significantly Below Average
esege,2-Spring,12,68,63 - 73,62 - 74,2,K-Fall,Significantly Below Average
esege,2-Spring,13,70,65 - 75,64 - 76,2,K-Spring,Well Below Average
esege,2-Spring,14,72,67 - 77,66 - 78,3,K-Spring,Well Below Average
esege,2-Spring,15,74,69 - 79,68 - 80,4,K-Spring,Well Below Average
esege,2-Spring,16,77,72 - 82,71 - 83,6,K-Spring,Well Below Average
esege,2-Spring,17,80,75 - 85,74 - 86,9,1-Fall,Below Average
esege,2-Spring,18,83,78 - 88,77 - 89,13,1-Fall,Below Average
esege,2-Spring,19,87,82 - 92,81 - 93,19,1-Spring,Below Average
esege,2-Spring,20,91,86 - 96,85 - 97,27,1-Spring,Average
esege,2-Spring,21,97,92 - 102,91 - 103,42,2-Fall,Average
esege,2-Spring,22,102,97 - 107,96 - 108,55,2-Spring,Average
esege,2-Spring,23,107,102 - 112,101 - 113,68,> stop grade,Average
esege,2-Spring,24,112,107 - 117,106 - 118,79,> stop grade,Above Average
esege,2-Spring,25,117,112 - 122,111 - 123,87,> stop grade,Above Average
lske,K-Fall,0,71,66 - 76,65 - 77,3,< start grade,Well Below Average
lske,K-Fall,1,73,68 - 78,67 - 79,4,< start grade,Well Below Average
lske,K-Fall,2,75,70 - 80,69 - 81,5,< start grade,Well Below Average
lske,K-Fall,3,77,72 - 82,71 - 83,6,< start grade,Well Below Average
lske,K-Fall,4,79,74 - 84,73 - 85,8,< start grade,Well Below Average
lske,K-Fall,5,80,75 - 85,74 - 86,9,< start grade,Below Average
lske,K-Fall,6,82,77 - 87,76 - 88,12,< start grade,Below Average
lske,K-Fall,7,84,79 - 89,78 - 90,14,< start grade,Below Average
lske,K-Fall,8,85,80 - 90,79 - 91,16,< start grade,Below Average
lske,K-Fall,9,87,82 - 92,81 - 93,19,< start grade,Below Average
lske,K-Fall,10,89,84 - 94,83 - 95,23,< start grade,Below Average
lske,K-Fall,11,90,85 - 95,84 - 96,25,< start grade,Average
lske,K-Fall,12,92,87 - 97,86 - 98,30,< start grade,Average
lske,K-Fall,13,93,88 - 98,87 - 99,32,< start grade,Average
lske,K-Fall,14,95,90 - 100,89 - 101,37,K-Fall,Average
lske,K-Fall,15,97,92 - 102,91 - 103,42,K-Fall,Average
lske,K-Fall,16,99,94 - 104,93 - 105,47,K-Fall,Average
lske,K-Fall,17,100,95 - 105,94 - 106,50,K-Fall,Average
lske,K-Fall,18,102,97 - 107,96 - 108,55,K-Fall,Average
lske,K-Fall,19,104,99 - 109,98 - 110,61,K-Spring,Average
lske,K-Fall,20,106,101 - 111,100 - 112,66,K-Spring,Average
lske,K-Fall,21,108,103 - 113,102 - 114,70,K-Spring,Average
lske,K-Fall,22,110,105 - 115,104 - 116,75,K-Spring,Above Average
lske,K-Fall,23,112,107 - 117,106 - 118,79,K-Spring,Above Average
lske,K-Fall,24,114,109 - 119,108 - 120,82,1-Fall,Above Average
lske,K-Fall,25,117,112 - 122,111 - 123,87,1-Fall,Above Average
lske,K-Fall,26,119,114 - 124,113 - 125,90,1-Fall,Above Average
lske,K-Fall,27,123,118 - 128,117 - 129,94,1-Fall,Well Above Average
lske,K-Fall,28,128,123 - 130,122 - 130,97,1-Spring,Well Above Average
lske,K-Fall,29,130,125 - 130,124 - 130,98,1-Spring,Well Above Average
lske,K-Fall,30,130,125 - 130,124 - 130,98,2-Fall,Well Above Average
lske,K-Fall,31,130,125 - 130,124 - 130,98,2-Fall,Well Above Average
lske,K-Fall,32,130,125 - 130,124 - 130,98,2-Spring,Well Above Average
lske,K-Fall,33,130,125 - 130,124 - 130,98,2-Spring,Well Above Average
lske,K-Spring,0,62,57 - 67,56 - 68,1,< start grade,Significantly Below Average
lske,K-Spring,1,64,59 - 69,58 - 70,1,< start grade,Significantly Below Average
lske,K-Spring,2,66,61 - 71,60 - 72,1,< start grade,Significantly Below Average
lske,K-Spring,3,68,63 - 73,62 - 74,2,< start grade,Significantly Below Average
lske,K-Spring,4,70,65 - 75,64 - 76,2,< start grade,Well Below Average
lske,K-Spring,5,71,66 - 76,65 - 77,3,< start grade,Well Below Average
lske,K-Spring,6,73,68 - 78,67 - 79,4,< start grade,Well Below Average
lske,K-Spring,7,75,70 - 80,69 - 81,5,< start grade,Well Below Average
lske,K-Spring,8,77,72 - 82,71 - 83,6,< start grade,Well Below Average
lske,K-Spring,9,79,74 - 84,73 - 85,8,< start grade,Well Below Average
lske,K-Spring,10,80,75 - 85,74 - 86,9,< start grade,Below Average
lske,K-Spring,11,82,77 - 87,76 - 88,12,< start grade,Below Average
lske,K-Spring,12,84,79 - 89,78 - 90,14,< start grade,Below Average
lske,K-Spring,13,85,80 - 90,79 - 91,16,< start grade,Below Average
lske,K-Spring,14,87,82 - 92,81 - 93,19,K-Fall,Below Average
lske,K-Spring,15,89,84 - 94,83 - 95,23,K-Fall,Below Average
lske,K-Spring,16,90,85 - 95,84 - 96,25,K-Fall,Average
lske,K-Spring,17,92,87 - 97,86 - 98,30,K-Fall,Average
lske,K-Spring,18,94,89 - 99,88 - 100,34,K-Fall,Average
lske,K-Spring,19,96,91 - 101,90 - 102,39,K-Spring,Average
lske,K-Spring,20,97,92 - 102,91 - 103,42,K-Spring,Average
lske,K-Spring,21,99,94 - 104,93 - 105,47,K-Spring,Average
lske,K-Spring,22,101,96 - 106,95 - 107,53,K-Spring,Average
lske,K-Spring,23,103,98 - 108,97 - 109,58,K-Spring,Average
lske,K-Spring,24,105,100 - 110,99 - 111,63,1-Fall,Average
lske,K-Spring,25,107,102 - 112,101 - 113,68,1-Fall,Average
lske,K-Spring,26,109,104 - 114,103 - 115,73,1-Fall,Average
lske,K-Spring,27,111,106 - 116,105 - 117,77,1-Fall,Above Average
lske,K-Spring,28,114,109 - 119,108 - 120,82,1-Spring,Above Average
lske,K-Spring,29,116,111 - 121,110 - 122,86,1-Spring,Above Average
lske,K-Spring,30,119,114 - 124,113 - 125,90,2-Fall,Above Average
lske,K-Spring,31,124,119 - 129,118 - 130,95,2-Fall,Well Above Average
lske,K-Spring,32,130,125 - 130,124 - 130,98,2-Spring,Well Above Average
lske,K-Spring,33,130,125 - 130,124 - 130,98,2-Spring,Well Above Average
lske,1-Fall,0,55,50 - 60,49 - 61,0.1,< start grade,Significantly Below Average
lske,1-Fall,1,57,52 - 62,51 - 63,0.2,< start grade,Significantly Below Average
lske,1-Fall,2,59,54 - 64,53 - 65,0.3,< start grade,Significantly Below Average
lske,1-Fall,3,61,56 - 66,55 - 67,0.5,< start grade,Significantly Below Average
lske,1-Fall,4,63,58 - 68,57 - 69,1,< start grade,Significantly Below Average
lske,1-Fall,5,64,59 - 69,58 - 70,1,< start grade,Significantly Below Average
lske,1-Fall,6,65,60 - 70,59 - 71,1,< start grade,Significantly Below Average
lske,1-Fall,7,66,61 - 71,60 - 72,1,< start grade,Significantly Below Average
lske,1-Fall,8,68,63 - 73,62 - 74,2,< start grade,Significantly Below Average
lske,1-Fall,9,70,65 - 75,64 - 76,2,< start grade,Well Below Average
lske,1-Fall,10,72,67 - 77,66 - 78,3,< start grade,Well Below Average
lske,1-Fall,11,74,69 - 79,68 - 80,4,< start grade,Well Below Average
lske,1-Fall,12,75,70 - 80,69 - 81,5,< start grade,Well Below Average
lske,1-Fall,13,77,72 - 82,71 - 83,6,< start grade,Well Below Average
lske,1-Fall,14,79,74 - 84,73 - 85,8,K-Fall,Well Below Average
lske,1-Fall,15,81,76 - 86,75 - 87,10,K-Fall,Below Average
lske,1-Fall,16,83,78 - 88,77 - 89,13,K-Fall,Below Average
lske,1-Fall,17,84,79 - 89,78 - 90,14,K-Fall,Below Average
lske,1-Fall,18,86,81 - 91,80 - 92,18,K-Fall,Below Average
lske,1-Fall,19,88,83 - 93,82 - 94,21,K-Spring,Below Average
lske,1-Fall,20,90,85 - 95,84 - 96,25,K-Spring,Average
lske,1-Fall,21,92,87 - 97,86 - 98,30,K-Spring,Average
lske,1-Fall,22,93,88 - 98,87 - 99,32,K-Spring,Average
lske,1-Fall,23,95,90 - 100,89 - 101,37,K-Spring,Average
lske,1-Fall,24,97,92 - 102,91 - 103,42,1-Fall,Average
lske,1-Fall,25,99,94 - 104,93 - 105,47,1-Fall,Average
lske,1-Fall,26,101,96 - 106,95 - 107,53,1-Fall,Average
lske,1-Fall,27,103,98 - 108,97 - 109,58,1-Fall,Average
lske,1-Fall,28,106,101 - 111,100 - 112,66,1-Spring,Average
lske,1-Fall,29,108,103 - 113,102 - 114,70,1-Spring,Average
lske,1-Fall,30,111,106 - 116,105 - 117,77,2-Fall,Above Average
lske,1-Fall,31,113,108 - 118,107 - 119,81,2-Fall,Above Average
lske,1-Fall,32,117,112 - 122,111 - 123,87,2-Spring,Above Average
lske,1-Fall,33,123,118 - 128,117 - 129,94,2-Spring,Well Above Average
lske,1-Spring,0,47,42 - 52,41 - 53,<.1,< start grade,Significantly Below Average
lske,1-Spring,1,49,44 - 54,43 - 55,<.1,< start grade,Significantly Below Average
lske,1-Spring,2,51,46 - 56,45 - 57,0.1,< start grade,Significantly Below Average
lske,1-Spring,3,53,48 - 58,47 - 59,0.1,< start grade,Significantly Below Average
lske,1-Spring,4,54,49 - 59,48 - 60,0.1,< start grade,Significantly Below Average
lske,1-Spring,5,56,51 - 61,50 - 62,0.2,< start grade,Significantly Below Average
lske,1-Spring,6,57,52 - 62,51 - 63,0.2,< start grade,Significantly Below Average
lske,1-Spring,7,58,53 - 63,52 - 64,0.3,< start grade,Significantly Below Average
lske,1-Spring,8,60,55 - 65,54 - 66,0.4,< start grade,Significantly Below Average
lske,1-Spring,9,62,57 - 67,56 - 68,1,< start grade,Significantly Below Average
lske,1-Spring,10,64,59 - 69,58 - 70,1,< start grade,Significantly Below Average
lske,1-Spring,11,66,61 - 71,60 - 72,1,< start grade,Significantly Below Average
lske,1-Spring,12,67,62 - 72,61 - 73,1,< start grade,Significantly Below Average
lske,1-Spring,13,68,63 - 73,62 - 74,2,< start grade,Significantly Below Average
lske,1-Spring,14,70,65 - 75,64 - 76,2,K-Fall,Well Below Average
lske,1-Spring,15,72,67 - 77,66 - 78,3,K-Fall,Well Below Average
lske,1-Spring,16,74,69 - 79,68 - 80,4,K-Fall,Well Below Average
lske,1-Spring,17,76,71 - 81,70 - 82,5,K-Fall,Well Below Average
lske,1-Spring,18,78,73 - 83,72 - 84,7,K-Fall,Well Below Average
lske,1-Spring,19,80,75 - 85,74 - 86,9,K-Spring,Below Average
lske,1-Spring,20,82,77 - 87,76 - 88,12,K-Spring,Below Average
lske,1-Spring,21,84,79 - 89,78 - 90,14,K-Spring,Below Average
lske,1-Spring,22,86,81 - 91,80 - 92,18,K-Spring,Below Average
lske,1-Spring,23,88,83 - 93,82 - 94,21,K-Spring,Below Average
lske,1-Spring,24,90,85 - 95,84 - 96,25,1-Fall,Average
lske,1-Spring,25,92,87 - 97,86 - 98,30,1-Fall,Average
lske,1-Spring,26,94,89 - 99,88 - 100,34,1-Fall,Average
lske,1-Spring,27,96,91 - 101,90 - 102,39,1-Fall,Average
lske,1-Spring,28,99,94 - 104,93 - 105,47,1-Spring,Average
lske,1-Spring,29,101,96 - 106,95 - 107,53,1-Spring,Average
lske,1-Spring,30,104,99 - 109,98 - 110,61,2-Fall,Average
lske,1-Spring,31,107,102 - 112,101 - 113,68,2-Fall,Average
lske,1-Spring,32,110,105 - 115,104 - 116,75,2-Spring,Above Average
lske,1-Spring,33,115,110 - 120,109 - 121,84,2-Spring,Above Average
lske,2-Fall,0,40,40 - 45,40 - 46,<.1,< start grade,Significantly Below Average
lske,2-Fall,1,41,40 - 46,40 - 47,<.1,< start grade,Significantly Below Average
lske,2-Fall,2,42,40 - 47,40 - 48,<.1,< start grade,Significantly Below Average
lske,2-Fall,3,44,40 - 49,40 - 50,<.1,< start grade,Significantly Below Average
lske,2-Fall,4,45,40 - 50,40 - 51,<.1,< start grade,Significantly Below Average
lske,2-Fall,5,47,42 - 52,41 - 53,<.1,< start grade,Significantly Below Average
lske,2-Fall,6,49,44 - 54,43 - 55,<.1,< start grade,Significantly Below Average
lske,2-Fall,7,51,46 - 56,45 - 57,0.1,< start grade,Significantly Below Average
lske,2-Fall,8,53,48 - 58,47 - 59,0.1,< start grade,Significantly Below Average
lske,2-Fall,9,54,49 - 59,48 - 60,0.1,< start grade,Significantly Below Average
lske,2-Fall,10,56,51 - 61,50 - 62,0.2,< start grade,Significantly Below Average
lske,2-Fall,11,58,53 - 63,52 - 64,0.3,< start grade,Significantly Below Average
lske,2-Fall,12,59,54 - 64,53 - 65,0.3,< start grade,Significantly Below Average
lske,2-Fall,13,61,56 - 66,55 - 67,0.5,< start grade,Significantly Below Average
lske,2-Fall,14,63,58 - 68,57 - 69,1,K-Fall,Significantly Below Average
lske,2-Fall,15,65,60 - 70,59 - 71,1,K-Fall,Significantly Below Average
lske,2-Fall,16,66,61 - 71,60 - 72,1,K-Fall,Significantly Below Average
lske,2-Fall,17,68,63 - 73,62 - 74,2,K-Fall,Significantly Below Average
lske,2-Fall,18,69,64 - 74,63 - 75,2,K-Fall,Significantly Below Average
lske,2-Fall,19,71,66 - 76,65 - 77,3,K-Spring,Well Below Average
lske,2-Fall,20,73,68 - 78,67 - 79,4,K-Spring,Well Below Average
lske,2-Fall,21,76,71 - 81,70 - 82,5,K-Spring,Well Below Average
lske,2-Fall,22,78,73 - 83,72 - 84,7,K-Spring,Well Below Average
lske,2-Fall,23,80,75 - 85,74 - 86,9,K-Spring,Below Average
lske,2-Fall,24,82,77 - 87,76 - 88,12,1-Fall,Below Average
lske,2-Fall,25,84,79 - 89,78 - 90,14,1-Fall,Below Average
lske,2-Fall,26,87,82 - 92,81 - 93,19,1-Fall,Below Average
lske,2-Fall,27,89,84 - 94,83 - 95,23,1-Fall,Below Average
lske,2-Fall,28,92,87 - 97,86 - 98,30,1-Spring,Average
lske,2-Fall,29,94,89 - 99,88 - 100,34,1-Spring,Average
lske,2-Fall,30,97,92 - 102,91 - 103,42,2-Fall,Average
lske,2-Fall,31,100,95 - 105,94 - 106,50,2-Fall,Average
lske,2-Fall,32,104,99 - 109,98 - 110,61,2-Spring,Average
lske,2-Fall,33,110,105 - 115,104 - 116,75,2-Spring,Above Average
lske,2-Spring,0,40,40 - 45,40 - 46,<.1,< start grade,Significantly Below Average
lske,2-Spring,1,40,40 - 45,40 - 46,<.1,< start grade,Significantly Below Average
lske,2-Spring,2,40,40 - 45,40 - 46,<.1,< start grade,Significantly Below Average
lske,2-Spring,3,40,40 - 45,40 - 46,<.1,< start grade,Significantly Below Average
lske,2-Spring,4,40,40 - 45,40 - 46,<.1,< start grade,Significantly Below Average
lske,2-Spring,5,40,40 - 45,40 - 46,<.1,< start grade,Significantly Below Average
lske,2-Spring,6,40,40 - 45,40 - 46,<.1,< start grade,Significantly Below Average
lske,2-Spring,7,42,40 - 47,40 - 48,<.1,< start grade,Significantly Below Average
lske,2-Spring,8,44,40 - 49,40 - 50,<.1,< start grade,Significantly Below Average
lske,2-Spring,9,45,40 - 50,40 - 51,<.1,< start grade,Significantly Below Average
lske,2-Spring,10,47,42 - 52,41 - 53,<.1,< start grade,Significantly Below Average
lske,2-Spring,11,49,44 - 54,43 - 55,<.1,< start grade,Significantly Below Average
lske,2-Spring,12,51,46 - 56,45 - 57,0.1,< start grade,Significantly Below Average
lske,2-Spring,13,53,48 - 58,47 - 59,0.1,< start grade,Significantly Below Average
lske,2-Spring,14,55,50 - 60,49 - 61,0.1,K-Fall,Significantly Below Average
lske,2-Spring,15,56,51 - 61,50 - 62,0.2,K-Fall,Significantly Below Average
lske,2-Spring,16,58,53 - 63,52 - 64,0.3,K-Fall,Significantly Below Average
lske,2-Spring,17,59,54 - 64,53 - 65,0.3,K-Fall,Significantly Below Average
lske,2-Spring,18,60,55 - 65,54 - 66,0.4,K-Fall,Significantly Below Average
lske,2-Spring,19,62,57 - 67,56 - 68,1,K-Spring,Significantly Below Average
lske,2-Spring,20,64,59 - 69,58 - 70,1,K-Spring,Significantly Below Average
lske,2-Spring,21,65,60 - 70,59 - 71,1,K-Spring,Significantly Below Average
lske,2-Spring,22,68,63 - 73,62 - 74,2,K-Spring,Significantly Below Average
lske,2-Spring,23,70,65 - 75,64 - 76,2,K-Spring,Well Below Average
lske,2-Spring,24,73,68 - 78,67 - 79,4,1-Fall,Well Below Average
lske,2-Spring,25,75,70 - 80,69 - 81,5,1-Fall,Well Below Average
lske,2-Spring,26,78,73 - 83,72 - 84,7,1-Fall,Well Below Average
lske,2-Spring,27,81,76 - 86,75 - 87,10,1-Fall,Below Average
lske,2-Spring,28,83,78 - 88,77 - 89,13,1-Spring,Below Average
lske,2-Spring,29,86,81 - 91,80 - 92,18,1-Spring,Below Average
lske,2-Spring,30,89,84 - 94,83 - 95,23,2-Fall,Below Average
lske,2-Spring,31,93,88 - 98,87 - 99,32,2-Fall,Average
lske,2-Spring,32,97,92 - 102,91 - 103,42,2-Spring,Average
lske,2-Spring,33,103,98 - 108,97 - 109,58,2-Spring,Average
